"";"name.company";"ref.date";"1 Ativo Total";"1.01 Ativo Circulante";"1.01.01 Caixa e Equivalentes de Caixa";"1.01.02 Aplicações Financeiras";"1.01.03 Contas a Receber";"1.01.04 Estoques";"1.01.05 Ativos Biológicos";"1.01.06 Tributos a Recuperar";"1.01.07 Despesas Antecipadas";"1.01.08 Outros Ativos Circulantes";"1.02 Ativo Não Circulante";"1.02.01 Ativo Realizável a Longo Prazo";"1.02.02 Investimentos";"1.02.03 Imobilizado";"1.02.04 Intangível";"1.02.05 Diferido";"2 Passivo Total";"2.01 Passivo Circulante";"2.01.01 Obrigações Sociais e Trabalhistas";"2.01.02 Fornecedores";"2.01.03 Obrigações Fiscais";"2.01.04 Empréstimos e Financiamentos";"2.01.05 Outras Obrigações";"2.01.06 Provisões";"2.01.07 Passivos sobre Ativos Não-Correntes a Venda e Descontinuados";"2.01.08 Outros";"2.02 Passivo Não Circulante";"2.02.01 Empréstimos e Financiamentos";"2.02.02 Outras Obrigações";"2.02.03 Tributos Diferidos";"2.02.04 Provisões";"2.02.05 Passivos sobre Ativos Não-Correntes a Venda e Descontinuados";"2.02.06 Lucros e Receitas a Apropriar";"2.03 Patrimônio Líquido";"2.03 Patrimônio Líquido Consolidado";"2.03.01 Capital Social Realizado";"2.03.02 Reservas de Capital";"2.03.03 Reservas de Reavaliação";"2.03.04 Reservas de Lucros";"2.03.05 Lucros/Prejuízos Acumulados";"2.03.06 Ajustes de Avaliação Patrimonial";"2.03.07 Ajustes Acumulados de Conversão";"2.03.08 Outros Resultados Abrangentes";"2.03.09 Participação dos Acionistas Não Controladores";"2.04 Part. de Acionistas Não Controladores";"2.05 Patrimônio Líquido";"2.05.01 Capital Social Realizado";"2.05.02 Reservas de Capital";"2.05.03 Reservas de Reavaliação";"2.05.04 Reservas de Lucro";"2.05.05 Ajustes de Avaliação Patrimonial";"2.05.06 Lucros/Prejuízos Acumulados";"2.05.07 Adiantamento para Futuro Aumento Capital";"3.01 Receita de Venda de Bens e/ou Serviços";"3.02 Custo dos Bens e/ou Serviços Vendidos";"3.03 Resultado Bruto";"3.04 Despesas/Receitas Operacionais";"3.05 Resultado Antes do Resultado Financeiro e dos Tributos";"3.06 Resultado Financeiro";"3.07 Resultado Antes dos Tributos sobre o Lucro";"3.08 Imposto de Renda e Contribuição Social sobre o Lucro";"3.09 Resultado Líquido das Operações Continuadas";"3.10 Resultado Líquido de Operações Descontinuadas";"3.11 Lucro/Prejuízo Consolidado do Período";"3.11 Lucro/Prejuízo do Período";"3.12 Participações/Contribuições Estatutárias";"3.13 Reversão dos Juros sobre Capital Próprio";"3.14 Part. de Acionistas Não Controladores";"3.15 Lucro/Prejuízo do Período";"3.99 Lucro por Ação - (Reais / Ação)";"6.01 Receitas";"6.01.01 Vendas Mercadorias, Produtos e Serviços";"6.01.02 Outras Receitas";"6.01.03 Receitas refs. à Constr. Ativos Próprios";"6.01.04 Provisão/Rev. Créds. Liquidação Duvidosa";"6.02 Insumos Adquiridos de Terceiros";"6.02.01 Custos Prods., Mercs. e Servs. Vendidos";"6.02.02 Materiais-Energia-Servs Terceiros-Outros";"6.02.03 Perda/Recuperação de Valores Ativos";"6.02.04 Outros";"6.03 Valor Adicionado Bruto";"6.04 Retenções";"6.04.01 Depreciação, Amortização e Exaustão";"6.04.02 Outras";"6.05 Valor Adicionado Líquido Produzido";"6.06 Vlr Adicionado Recebido em Transferência";"6.06.01 Resultado de Equivalência Patrimonial";"6.06.02 Receitas Financeiras";"6.06.03 Outros";"6.07 Valor Adicionado Total a Distribuir";"6.08 Distribuição do Valor Adicionado";"6.08.01 Pessoal";"6.08.02 Impostos, Taxas e Contribuições";"6.08.03 Remuneração de Capitais de Terceiros";"6.08.04 Remuneração de Capitais Próprios";"6.08.05 Outros";"7.01 Receitas";"7.01.01 Vendas de Mercadorias, Produtos e Serviços";"7.01.02 Outras Receitas";"7.01.03 Receitas refs. à Construção de Ativos Próprios";"7.01.04 Provisão/Reversão de Créds. Liquidação Duvidosa";"7.02 Insumos Adquiridos de Terceiros";"7.02.01 Custos Prods., Mercs. e Servs. Vendidos";"7.02.02 Materiais, Energia, Servs. de Terceiros e Outros";"7.02.03 Perda/Recuperação de Valores Ativos";"7.02.04 Outros";"7.03 Valor Adicionado Bruto";"7.04 Retenções";"7.04.01 Depreciação, Amortização e Exaustão";"7.04.02 Outras";"7.05 Valor Adicionado Líquido Produzido";"7.06 Vlr Adicionado Recebido em Transferência";"7.06.01 Resultado de Equivalência Patrimonial";"7.06.02 Receitas Financeiras";"7.06.03 Outros";"7.07 Valor Adicionado Total a Distribuir";"7.08 Distribuição do Valor Adicionado";"7.08.01 Pessoal";"7.08.02 Impostos, Taxas e Contribuições";"7.08.03 Remuneração de Capitais de Terceiros";"7.08.04 Remuneração de Capitais Próprios";"7.08.05 Outros";"cnpj";"ano";"constitu";"setor";"subsetor";"estado";"segmento";"patentes";"cedentes";"cessionaria";"num_patentes";"e_cedente";"num_cedentes";"e_cessionaria";"num_cessionaria";"CATEG_REG";"SETOR_ATIV";"UF";"DT_REG";"DT_CONST"
"1147";"HELBOR EMPREENDIMENTOS S/A";2012-12-31;3449668;2231996;275478;100927;891893;920316;0;6344;20231;16807;1217672;1184170;1946;30536;1020;NA;3449668;974676;8186;44329;14886;466104;384297;56874;0;NA;1346811;553653;725657;49901;17600;0;0;NA;1128181;490941;-13236;0;542005;0;18186;0;0;90285;NA;NA;NA;NA;NA;NA;NA;NA;NA;1432311;-961285;471026;-153189;317837;33279;351116;-54281;296835;-24719;272116;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1477320;1480403;-3083;0;0;-1067139;-961285;-105854;0;0;410181;-13655;-13655;-4350;396526;43502;489;67732;-24719;440028;440028;21780;109895;36237;272116;0;"49263189000102";2012;"1977-01-01";"Consumo Cíclico";"Construção Civil";"SP";"Edificações";0;0;0;0;0;0;0;0;"Categoria A";"Construção Civil, Mat. Constr. e Decoração";"SP";"09/07/2007";"01/01/1977"
"1148";"HELBOR EMPREENDIMENTOS S/A";2013-12-31;4903990;3235607;326961;11027;1402559;1450941;0;4077;22650;17392;1668383;1618494;7425;41260;1204;NA;4903990;1097109;12170;72596;8165;573086;402609;28483;0;NA;2093507;762424;1236760;68292;26031;0;0;NA;1713374;806376;-13236;0;416114;0;1989;0;0;502131;NA;NA;NA;NA;NA;NA;NA;NA;NA;1944809;-1295634;649175;-193134;456041;36480;492521;-32244;460277;-156156;304121;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1963668;1966682;-3014;0;0;-1430538;-1295634;-134904;0;0;533130;-17559;-17559;-4350;515571;-85287;706;70163;-156156;430284;430284;26237;63021;36905;304121;0;"49263189000102";2013;"1977-01-01";"Consumo Cíclico";"Construção Civil";"SP";"Edificações";0;0;0;0;0;0;0;0;"Categoria A";"Construção Civil, Mat. Constr. e Decoração";"SP";"09/07/2007";"01/01/1977"
"1149";"HELBOR EMPREENDIMENTOS S/A";2014-12-31;5052055;3018678;235917;28646;1214118;1499874;0;3270;13912;22941;2033377;1991393;7665;33276;1043;NA;5052055;1253496;14074;54193;4765;720649;432590;27225;0;NA;2019543;733187;1224632;58265;3459;0;0;NA;1779016;806376;-16178;0;519324;0;8236;0;0;461258;NA;NA;NA;NA;NA;NA;NA;NA;NA;1845730;-1332267;513463;-201233;312230;35841;348071;-39232;308839;-98082;210757;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1898078;1870278;27800;0;0;-1482157;-1332267;-149890;0;0;415921;-26125;-26125;0;389796;-13449;844;83790;-98083;376347;376347;31367;80749;53474;210757;0;"49263189000102";2014;"1977-01-01";"Consumo Cíclico";"Construção Civil";"SP";"Edificações";0;0;0;0;0;0;0;0;"Categoria A";"Construção Civil, Mat. Constr. e Decoração";"SP";"09/07/2007";"01/01/1977"
"1150";"HELBOR EMPREENDIMENTOS S/A";2015-12-31;5083155;3812225;136404;198948;1344788;2085329;0;3551;11017;32188;1270930;1229103;16145;24769;913;NA;5083155;1249605;10373;33816;2176;778112;395239;29889;0;NA;1963238;1189566;688679;78461;6532;0;0;NA;1870312;806376;-30850;0;571840;0;34170;0;0;488776;NA;NA;NA;NA;NA;NA;NA;NA;NA;1307399;-1007566;299833;-189129;110704;44676;155380;-31285;124095;-55222;68873;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1326060;1332341;-6281;0;0;-1133437;-1007566;-125871;0;0;192623;-5092;-5092;0;187531;54919;333;109808;-55222;242450;242450;30773;69576;73228;68873;0;"49263189000102";2015;"1977-01-01";"Consumo Cíclico";"Construção Civil";"SP";"Edificações";0;0;0;0;0;0;0;0;"Categoria A";"Construção Civil, Mat. Constr. e Decoração";"SP";"09/07/2007";"01/01/1977"
"1151";"HELBOR EMPREENDIMENTOS S/A";2016-12-31;5359180;3914591;78535;190336;1477747;2131199;0;2558;3042;31174;1444589;1348547;67770;27567;705;NA;5359180;1710014;4625;28441;1138;1162441;480164;33205;0;NA;1773522;1008780;688199;66672;9871;0;0;NA;1875644;926376;-30850;0;468633;0;31541;0;0;479944;NA;NA;NA;NA;NA;NA;NA;NA;NA;901954;-805371;96583;-162440;-65857;-28861;-94718;-18846;-113564;10357;-103207;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;902254;917273;-15019;0;0;-906809;-805371;-101438;0;0;-4555;-3956;-3956;0;-8511;85692;431;74904;10357;77181;77181;22700;48281;109407;-103207;0;"49263189000102";2016;"1977-01-01";"Consumo Cíclico";"Construção Civil";"SP";"Edificações";0;0;0;0;0;0;0;0;"Categoria A";"Construção Civil, Mat. Constr. e Decoração";"SP";"09/07/2007";"01/01/1977"
"1152";"HELBOR EMPREENDIMENTOS S/A";2017-12-31;4968060;3654495;151440;199558;1088599;2192843;0;3718;2104;16233;1313565;1118869;167290;26826;580;NA;4968060;1008991;4741;41861;1517;499146;436227;25499;0;NA;2163746;1551823;537803;60653;13467;0;0;NA;1795323;1190439;-30850;0;468633;-309123;46106;0;0;430118;NA;NA;NA;NA;NA;NA;NA;NA;NA;518142;-548739;-30597;-218202;-248799;-108222;-357021;-10943;-367964;58841;-309123;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;480396;524051;-43655;0;0;-664802;-548739;-116063;0;0;-184406;-4757;-4757;0;-189163;37696;-2212;39908;10357;-151467;-151467;27603;34995;153899;-367964;0;"49263189000102";2017;"1977-01-01";"Consumo Cíclico";"Construção Civil";"SP";"Edificações";0;0;0;0;0;0;0;0;"Categoria A";"Construção Civil, Mat. Constr. e Decoração";"SP";"09/07/2007";"01/01/1977"
"1153";"HERCULES S/A - FABRICA DE TALHERES";2010-12-31;17281;985;1;0;984;0;0;0;0;0;16296;409;15797;0;90;0;17281;4477;0;35;4442;867;0;24;0;NA;315422;0;308887;0;6535;0;0;-302618;NA;22809;3877;9116;0;-338261;-159;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3682;-482;3200;-575;2625;-12954;-10329;-6257;-16586;0;NA;-16586;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3711;3682;0;0;29;-2686;0;-2686;0;0;1025;0;0;0;1025;14540;2082;18715;-6257;15565;15565;0;482;31669;-16586;0;"92749225000163";2010;"1936-01-01";"Consumo Cíclico";"Utilidades Domésticas";"RS";"Utensílios Domésticos";0;0;0;0;0;0;1;0;"Categoria A";"METALURGIA E SIDERURGIA";"SP";"01/11/1968";"01/01/1936"
"1154";"HERCULES S/A - FABRICA DE TALHERES";2011-12-31;13641;1291;1;0;1291;0;0;0;0;0;12350;584;11672;0;94;0;13641;9560;0;59;5376;4125;0;0;0;NA;344392;0;338721;0;5671;0;0;-340311;NA;22809;3877;7600;0;-374476;-121;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3104;0;3104;-3455;-351;-36748;-37099;742;-36357;0;NA;-36357;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3589;3587;0;0;2;-901;0;-901;0;0;2688;0;0;0;2688;-1784;-2554;28;742;904;904;0;485;36776;-36357;0;"92749225000163";2011;"1936-01-01";"Consumo Cíclico";"Utilidades Domésticas";"RS";"Utensílios Domésticos";0;0;0;0;0;0;1;0;"Categoria A";"METALURGIA E SIDERURGIA";"SP";"01/11/1968";"01/01/1936"
"1155";"HERCULES S/A - FABRICA DE TALHERES";2012-12-31;6482;1555;1;0;1555;0;0;0;0;0;4927;1261;3570;0;96;0;6482;4235;0;60;4175;4125;0;0;0;NA;382524;0;377490;0;5034;0;0;-380277;NA;22809;3877;4574;0;-407558;0;-102;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3903;0;3903;270;4173;-36175;-32002;636;-31366;0;NA;-31366;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5764;4478;1286;0;2;-386;0;-386;0;0;5378;0;0;0;5378;10;-629;3;636;5388;5388;0;575;36179;-31366;0;"92749225000163";2012;"1936-01-01";"Consumo Cíclico";"Utilidades Domésticas";"RS";"Utensílios Domésticos";0;0;0;0;0;0;1;0;"Categoria A";"METALURGIA E SIDERURGIA";"SP";"01/11/1968";"01/01/1936"
"1156";"HERCULES S/A - FABRICA DE TALHERES";2013-12-31;5970;1287;0;0;1287;0;0;0;0;0;4683;576;4008;0;99;0;5970;5926;0;64;4902;960;0;0;0;NA;414171;388047;26124;0;5034;0;0;-414127;NA;22809;3877;4462;0;-441312;0;-86;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3512;0;3512;37;3549;-42293;-38744;4878;-33866;0;NA;-33866;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4045;4045;1286;0;2;-445;0;-445;0;0;3600;0;0;0;3600;5360;482;3;4878;8960;8960;0;533;42293;-33866;0;"92749225000163";2013;"1936-01-01";"Consumo Cíclico";"Utilidades Domésticas";"RS";"Utensílios Domésticos";0;0;0;0;0;0;1;0;"Categoria A";"METALURGIA E SIDERURGIA";"SP";"01/11/1968";"01/01/1936"
"1157";"HERCULES S/A - FABRICA DE TALHERES";2014-12-31;6739;597;0;0;597;0;0;0;0;0;6142;4965;1070;0;107;0;6739;8501;0;100;5361;960;2080;0;0;NA;332260;303678;28516;0;66;0;0;-334022;NA;22809;0;4355;0;-361088;0;-98;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3668;0;3668;-5789;-2121;82238;80117;4878;80117;0;NA;80117;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4213;4213;1286;0;0;-2762;0;-2762;0;0;1451;0;0;0;1451;104212;-3027;107239;4878;105663;105663;0;545;25001;80117;0;"92749225000163";2014;"1936-01-01";"Consumo Cíclico";"Utilidades Domésticas";"RS";"Utensílios Domésticos";0;0;0;0;0;0;1;0;"Categoria A";"METALURGIA E SIDERURGIA";"SP";"01/11/1968";"01/01/1936"
"1158";"HERCULES S/A - FABRICA DE TALHERES";2015-12-31;7394;1623;34;0;1589;0;0;0;0;0;5771;5483;160;0;128;0;7394;7663;0;116;5683;960;904;0;0;NA;338056;303678;31969;0;2409;0;0;-338325;NA;22809;0;4252;0;-367723;2373;-36;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1758;0;1758;-6313;-4555;-2183;-6738;107239;-6738;0;NA;-6738;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020;2020;0;0;0;-867;0;-867;0;0;1153;0;0;0;1153;-5446;-5446;0;107239;-4293;-4293;0;262;2183;-6738;0;"92749225000163";2015;"1936-01-01";"Consumo Cíclico";"Utilidades Domésticas";"RS";"Utensílios Domésticos";0;0;0;0;0;0;1;0;"Categoria A";"METALURGIA E SIDERURGIA";"SP";"01/11/1968";"01/01/1936"
"1159";"HERCULES S/A - FABRICA DE TALHERES";2016-12-31;8424;1016;1;0;1015;0;0;0;0;0;7408;7053;213;0;142;0;8424;6740;0;91;6261;960;388;0;0;NA;336928;304638;32172;0;118;0;0;-335244;NA;22809;0;4252;0;-358053;2373;-36;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2712;0;2712;2439;5151;-1954;3197;-152;3045;0;NA;3045;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3148;3148;0;0;0;5525;0;-830;0;6355;8673;0;0;0;8673;-3086;-3086;0;107239;5587;5587;0;588;1954;3045;0;"92749225000163";2016;"1936-01-01";"Consumo Cíclico";"Utilidades Domésticas";"RS";"Utensílios Domésticos";0;0;0;0;0;0;1;0;"Categoria A";"METALURGIA E SIDERURGIA";"SP";"01/11/1968";"01/01/1936"
"1160";"HERCULES S/A - FABRICA DE TALHERES";2017-12-31;8593;1098;1;0;1098;0;0;0;0;0;7495;7159;194;0;142;0;8593;32993;0;42;31153;960;1798;0;0;NA;363352;324582;38757;0;13;0;0;-387752;NA;22809;0;4252;0;-410561;2373;-36;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2547;0;2547;-9504;-6957;-11835;-18792;-33716;-52508;0;NA;-52508;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2960;2960;0;0;0;-9503;0;-9503;0;6355;-6543;0;0;0;-6543;-33716;-3086;0;-33716;-40259;-40259;0;415;11834;-52508;0;"92749225000163";2017;"1936-01-01";"Consumo Cíclico";"Utilidades Domésticas";"RS";"Utensílios Domésticos";0;0;0;0;0;0;1;0;"Categoria A";"METALURGIA E SIDERURGIA";"SP";"01/11/1968";"01/01/1936"
"1161";"HOTEIS OTHON SA";2010-12-31;556394;55300;3571;0;46323;2278;0;2803;325;0;501094;78671;1157;421266;144;NA;556394;165330;0;85931;66883;12516;0;3299;0;NA;429574;6388;21742;141910;259534;0;0;NA;-38510;31984;0;199732;0;-316807;43482;0;0;3099;NA;NA;NA;NA;NA;NA;NA;NA;NA;111370;-36862;74508;-72086;2422;-19435;-17013;-116;-17129;0;-17129;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;127989;121731;7718;0;-1460;-49509;-11369;-38140;0;0;78480;-9918;-9918;0;68562;-1814;130;5063;-7007;66748;66748;33007;22148;28537;-17130;186;"33200049000147";2010;"1943-04-28";"Consumo Cíclico";"Hoteis e Restaurantes";"RJ";"Hotelaria";0;0;0;0;0;0;0;0;"Categoria A";"HOSPEDAGEM E TURISMO";"RJ";"08/08/1980";"28/04/1943"
"1162";"HOTEIS OTHON SA";2011-12-31;520338;54337;2499;0;45306;2599;0;3518;415;0;466001;49592;1087;415322;0;NA;520338;182019;0;48094;78060;12043;8092;35730;0;NA;471786;2731;24859;139984;304212;0;0;NA;-133467;31984;0;200376;0;-407671;42091;0;0;-247;NA;NA;NA;NA;NA;NA;NA;NA;NA;130295;-41960;88335;-123886;-35551;-19863;-55414;7762;-47652;52;-47652;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;146867;142227;4416;0;224;-54807;-47546;-7261;0;0;92060;-11838;-11838;0;80222;-40521;60;11347;-51928;39701;39701;38038;16889;35773;-47652;-3347;"33200049000147";2011;"1943-04-28";"Consumo Cíclico";"Hoteis e Restaurantes";"RJ";"Hotelaria";0;0;0;0;0;0;0;0;"Categoria A";"HOSPEDAGEM E TURISMO";"RJ";"08/08/1980";"28/04/1943"
"1163";"HOTEIS OTHON SA";2012-12-31;517900;56349;2771;0;46007;2328;0;4944;299;0;461551;47003;1042;413434;72;NA;517900;186832;0;16920;102234;9241;15464;42973;0;NA;496935;1900;25870;138081;331084;0;0;NA;-165867;31984;0;198240;0;-432035;40702;0;0;-4758;NA;NA;NA;NA;NA;NA;NA;NA;NA;152651;-44870;107781;-108227;-446;-25855;-26301;-1588;-27889;52;-27889;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;170026;167199;3240;0;-413;-87978;-70003;-11369;-17632;-343;82048;-11968;-11968;0;70080;19394;-124;20305;-787;89474;89474;40196;29214;51441;-27889;-3488;"33200049000147";2012;"1943-04-28";"Consumo Cíclico";"Hoteis e Restaurantes";"RJ";"Hotelaria";0;0;0;0;0;0;0;0;"Categoria A";"HOSPEDAGEM E TURISMO";"RJ";"08/08/1980";"28/04/1943"
"1164";"HOTEIS OTHON SA";2013-12-31;537959;54474;3845;0;35228;2718;0;12478;205;0;483485;66309;975;415970;231;NA;537959;159403;0;14378;69246;6516;24533;44730;0;NA;433249;1748;12411;136178;282912;0;0;NA;-54693;31984;0;196104;0;-316317;39313;0;0;-5777;NA;NA;NA;NA;NA;NA;NA;NA;NA;174236;-51900;122336;-5000;117336;-24270;93066;19127;112193;0;112193;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;295297;189620;106183;0;-506;-86531;-78153;0;-7564;-814;208766;-9724;-9724;0;199042;6526;-67;9507;-2914;205568;205568;46376;8759;39744;112193;-1504;"33200049000147";2013;"1943-04-28";"Consumo Cíclico";"Hoteis e Restaurantes";"RJ";"Hotelaria";0;0;0;0;0;0;0;0;"Categoria A";"HOSPEDAGEM E TURISMO";"RJ";"08/08/1980";"28/04/1943"
"1165";"HOTEIS OTHON SA";2014-12-31;549646;62608;4248;0;39561;2828;0;15799;172;0;487038;65225;943;420693;177;NA;549646;164382;0;18040;61627;9294;27271;48150;0;NA;442469;3609;14841;134275;289744;0;0;NA;-57205;31984;0;208899;0;-328554;37923;0;0;-7457;NA;NA;NA;NA;NA;NA;NA;NA;NA;169704;-50607;119097;-94659;24438;-23247;1191;-1711;-520;-312;-832;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;200700;198637;2207;0;-144;-83755;-75612;0;-7304;-839;116945;-10360;-10360;0;106585;10767;-32;14234;-3435;117352;117352;48154;28514;43196;-832;-1680;"33200049000147";2014;"1943-04-28";"Consumo Cíclico";"Hoteis e Restaurantes";"RJ";"Hotelaria";0;0;0;0;0;0;0;0;"Categoria A";"HOSPEDAGEM E TURISMO";"RJ";"08/08/1980";"28/04/1943"
"1166";"HOTEIS OTHON SA";2015-12-31;572730;66281;4490;0;32266;3148;0;25745;632;0;506449;83953;611;421762;123;NA;572730;197620;0;9949;75605;12182;46609;53275;0;NA;458336;1401;15618;132371;308946;0;0;NA;-83226;31984;0;206594;0;-348678;36534;0;0;-9660;NA;NA;NA;NA;NA;NA;NA;NA;NA;144730;-49144;95586;-94911;675;-25838;-25163;1345;-23818;-312;-23818;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;160988;160445;1134;0;-591;-74920;-63411;0;-10513;-996;86068;-10812;-10812;0;75256;19266;-332;20608;-1010;94522;94522;47780;23929;48818;-23818;-2187;"33200049000147";2015;"1943-04-28";"Consumo Cíclico";"Hoteis e Restaurantes";"RJ";"Hotelaria";0;0;0;0;0;0;0;0;"Categoria A";"HOSPEDAGEM E TURISMO";"RJ";"08/08/1980";"28/04/1943"
"1167";"HOTEIS OTHON SA";2016-12-31;576959;64763;140;0;28679;2656;0;33053;235;0;512196;92219;694;419215;68;NA;576959;213410;0;12353;108323;10396;24694;57644;0;NA;452912;1316;16979;130467;304150;0;0;NA;-89363;31984;0;204458;0;-349376;35145;0;0;-11574;NA;NA;NA;NA;NA;NA;NA;NA;NA;143684;-48720;94964;-66980;27984;-30192;-2208;-2015;-4223;-312;-4223;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;184995;163302;21778;0;-85;-69772;-61680;0;-6969;-1123;115223;-11394;-11394;0;103829;15252;-209;17670;-2209;119081;119081;44504;31074;49640;-4223;-1914;"33200049000147";2016;"1943-04-28";"Consumo Cíclico";"Hoteis e Restaurantes";"RJ";"Hotelaria";0;0;0;0;0;0;0;0;"Categoria A";"HOSPEDAGEM E TURISMO";"RJ";"08/08/1980";"28/04/1943"
"1168";"HOTEIS OTHON SA";2017-12-31;540448;38554;213;0;12678;2555;0;22900;208;0;501894;90138;508;411139;109;NA;540448;289978;0;11636;185457;7485;19569;65831;0;NA;382267;203;16821;128564;236679;0;0;NA;-131797;31984;0;202322;0;-385966;33756;0;0;-13893;NA;NA;NA;NA;NA;NA;NA;NA;NA;117447;-49915;67532;-83141;-15609;-25599;-41208;1093;-40115;0;-40115;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;139902;132930;7188;0;-216;-67773;-60567;0;-6161;-1045;72129;-11678;-11678;0;60451;6152;-173;10570;-4245;66603;66603;43793;26903;38342;-40115;-2320;"33200049000147";2017;"1943-04-28";"Consumo Cíclico";"Hoteis e Restaurantes";"RJ";"Hotelaria";0;0;0;0;0;0;0;0;"Categoria A";"HOSPEDAGEM E TURISMO";"RJ";"08/08/1980";"28/04/1943"
